MSSubClass,MSZoning,LotArea,YearBuilt,OverallQual,OverallCond,ExterQual,Foundation,TotalBsmtSF,GrLivArea,GarageCars,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
90,FV,19268,1941,3,4,Ex,Slab,2553,1237,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1979,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1896,0,0,0,0,1,1,4,1,TA,7,Typ,2,,Attchd,2002,RFn,466,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD,Normal,356978.6831284427
20,RM,13330,2000,10,6,Fa,CBlock,1779,701,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1984,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2886,0,0,0,0,3,1,5,1,TA,4,Typ,2,,Attchd,1920,RFn,584,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2010,WD,Normal,467640.7141992959
50,C,6179,1934,9,8,Gd,BrkTil,898,1853,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1965,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1859,0,0,0,0,1,0,1,1,TA,6,Typ,1,,Attchd,2008,RFn,707,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,523907.0405626336
50,C,7610,1986,10,3,Ex,CBlock,75,2910,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1909,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1163,0,0,0,0,1,0,5,1,TA,3,Typ,0,,Attchd,1929,RFn,178,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,598054.1757543425
70,FV,7430,1905,5,10,Fa,CBlock,230,1391,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1915,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2015,0,0,0,0,3,0,5,1,TA,9,Typ,1,,Attchd,1995,RFn,47,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD,Normal,410986.9257994452
60,FV,8154,1967,6,1,Fa,BrkTil,1739,3001,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1936,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2391,0,0,0,0,2,1,1,1,TA,3,Typ,2,,Attchd,1932,RFn,71,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,505363.8416621867
70,RH,14828,1917,3,4,Gd,Slab,961,2903,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1978,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,539,0,0,0,0,3,0,1,1,TA,3,Typ,0,,Attchd,1947,RFn,112,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,461004.66000084486
60,RH,11145,1972,5,4,Gd,CBlock,2349,715,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1976,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1882,0,0,0,0,3,0,2,1,TA,8,Typ,1,,Attchd,1921,RFn,756,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,384008.7259354125
70,RM,7488,2012,8,1,Gd,Slab,2773,3519,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1976,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2530,0,0,0,0,2,0,4,1,TA,9,Typ,2,,Attchd,1993,RFn,158,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,594178.8883013582
40,RM,4850,1928,6,9,Ex,CBlock,2262,3102,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1931,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1777,0,0,0,0,3,0,2,1,TA,5,Typ,1,,Attchd,1953,RFn,785,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2009,WD,Normal,517870.1282979516
50,RL,18073,1976,4,3,Po,BrkTil,2116,3434,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2008,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1465,0,0,0,0,3,1,2,1,TA,6,Typ,0,,Attchd,2009,RFn,779,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal,488405.7845280172
20,RH,14564,1958,2,5,Gd,BrkTil,392,522,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1946,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2400,0,0,0,0,3,1,1,1,TA,9,Typ,2,,Attchd,1903,RFn,29,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD,Normal,321824.36361185124
60,C,6078,1946,9,6,Po,PConc,1108,2702,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2009,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2717,0,0,0,0,1,0,1,1,TA,3,Typ,1,,Attchd,1986,RFn,96,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD,Normal,564207.6844452189
90,RH,13168,2015,1,8,Ex,BrkTil,266,1709,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1200,0,0,0,0,1,1,4,1,TA,9,Typ,0,,Attchd,1954,RFn,250,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2009,WD,Normal,355135.90026076447
60,C,6448,1916,1,6,Po,PConc,1092,2796,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1942,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1010,0,0,0,0,1,1,5,1,TA,5,Typ,0,,Attchd,1943,RFn,518,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2009,WD,Normal,405736.7053237812
20,FV,18563,2008,4,3,TA,CBlock,610,1248,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1981,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1783,0,0,0,0,3,1,2,1,TA,7,Typ,1,,Attchd,1988,RFn,91,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2009,WD,Normal,401375.43542252155
70,RH,10074,1995,7,6,Po,Slab,1370,1304,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2019,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1083,0,0,0,0,2,0,4,1,TA,4,Typ,0,,Attchd,1911,RFn,112,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,461302.0605697957
60,FV,7406,2011,1,1,Gd,BrkTil,1008,633,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1935,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1483,0,0,0,0,1,1,2,1,TA,6,Typ,2,,Attchd,1980,RFn,258,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,285636.73781590816
80,RM,9800,1921,9,4,Ex,BrkTil,961,820,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1925,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,958,0,0,0,0,2,1,5,1,TA,6,Typ,0,,Attchd,2016,RFn,106,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2009,WD,Normal,448197.9821521847
40,RM,15083,1967,4,6,Gd,BrkTil,2775,2937,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1909,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2405,0,0,0,0,3,0,2,1,TA,8,Typ,1,,Attchd,1978,RFn,574,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,480878.49129672005
50,RL,2638,1968,3,7,TA,CBlock,672,933,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1930,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2888,0,0,0,0,1,0,3,1,TA,7,Typ,2,,Attchd,1973,RFn,389,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD,Normal,346488.79886461975
20,RH,11340,1936,1,10,Gd,PConc,2470,1545,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1996,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2604,0,0,0,0,3,1,4,1,TA,6,Typ,0,,Attchd,1998,RFn,357,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,330363.8740155882
50,FV,2382,2004,10,3,Gd,CBlock,1700,1372,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1928,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2765,0,0,0,0,2,1,1,1,TA,8,Typ,0,,Attchd,2018,RFn,782,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,522721.0422974605
80,C,2403,1948,4,9,Gd,Slab,2162,3696,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1904,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1315,0,0,0,0,1,0,2,1,TA,8,Typ,2,,Attchd,2015,RFn,198,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,498810.56092859054
60,RM,10011,1912,9,7,Fa,CBlock,2267,3650,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1976,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,746,0,0,0,0,1,0,4,1,TA,8,Typ,2,,Attchd,1951,RFn,426,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD,Normal,598908.587871709
60,RM,4292,1933,10,1,TA,Slab,30,3405,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1900,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1229,0,0,0,0,1,0,4,1,TA,6,Typ,0,,Attchd,1992,RFn,477,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD,Normal,622072.698495187
90,C,10011,2008,6,2,Gd,BrkTil,1366,2598,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1986,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2920,0,0,0,0,1,0,2,1,TA,6,Typ,2,,Attchd,1975,RFn,502,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,485558.5818143517
80,FV,1419,1985,6,1,Gd,Slab,1400,2723,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2003,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,916,0,0,0,0,2,1,1,1,TA,6,Typ,1,,Attchd,1964,RFn,657,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,490967.36240304343
20,FV,13411,1952,1,9,Gd,Slab,1153,3417,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1902,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1554,0,0,0,0,1,0,1,1,TA,5,Typ,0,,Attchd,1964,RFn,572,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,419940.0356795121
90,RH,5517,1986,10,9,Ex,PConc,616,752,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1966,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,867,0,0,0,0,3,1,2,1,TA,8,Typ,1,,Attchd,1909,RFn,119,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD,Normal,477588.35169315396
40,RH,16422,1950,2,7,Fa,Slab,538,1465,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,607,0,0,0,0,1,1,4,1,TA,5,Typ,0,,Attchd,1917,RFn,572,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,359077.1523905971
90,RL,10700,1902,6,10,Ex,Slab,2786,3817,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1999,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1338,0,0,0,0,2,1,1,1,TA,4,Typ,1,,Attchd,1946,RFn,308,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,544862.120687451
30,RM,6693,1941,2,3,Fa,CBlock,870,1238,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1934,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,917,0,0,0,0,1,0,2,1,TA,6,Typ,1,,Attchd,1965,RFn,537,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2009,WD,Normal,361033.4906432576
20,RH,1767,1997,3,5,Gd,BrkTil,100,1629,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1914,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2143,0,0,0,0,2,0,2,1,TA,9,Typ,2,,Attchd,1948,RFn,626,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,395703.0975204852
30,FV,19428,1931,4,4,TA,CBlock,1412,3764,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2003,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1320,0,0,0,0,2,1,2,1,TA,7,Typ,0,,Attchd,1971,RFn,474,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2009,WD,Normal,511111.81948107824
80,C,15818,2008,5,7,Po,CBlock,2739,1839,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1966,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1921,0,0,0,0,3,1,4,1,TA,3,Typ,2,,Attchd,1921,RFn,551,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal,455424.0895017769
70,FV,2549,1950,9,9,Po,BrkTil,940,801,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1992,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1182,0,0,0,0,1,1,1,1,TA,4,Typ,2,,Attchd,1985,RFn,343,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,451741.9299215487
30,RM,10956,2012,4,2,Gd,BrkTil,340,3095,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1929,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,755,0,0,0,0,1,1,4,1,TA,9,Typ,0,,Attchd,1925,RFn,627,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2010,WD,Normal,494615.715237825
40,FV,7140,1984,9,8,Ex,Slab,2908,2477,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2002,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1337,0,0,0,0,1,1,3,1,TA,3,Typ,1,,Attchd,1989,RFn,135,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,549887.4136337498
90,RL,11837,1945,10,9,TA,Slab,1043,3263,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1981,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2782,0,0,0,0,3,0,1,1,TA,3,Typ,0,,Attchd,1908,RFn,276,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,603096.7735603265
70,RM,4716,2007,3,10,Fa,PConc,37,3326,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1974,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1052,0,0,0,0,3,0,4,1,TA,6,Typ,0,,Attchd,1920,RFn,532,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,483110.7125416683
90,C,5481,1920,8,10,Gd,CBlock,659,2815,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1942,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,680,0,0,0,0,2,0,1,1,TA,7,Typ,0,,Attchd,1994,RFn,30,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,538624.9141912963
30,RL,7548,1943,1,9,TA,BrkTil,2033,3741,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2012,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,656,0,0,0,0,2,1,3,1,TA,3,Typ,2,,Attchd,2015,RFn,246,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,WD,Normal,453169.0353668758
90,RM,19677,1910,9,10,TA,Slab,1560,3557,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1977,0,0,0,0,2,1,5,1,TA,8,Typ,0,,Attchd,1962,RFn,410,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,597850.8914302893
80,C,5837,2002,9,7,Fa,BrkTil,1656,1050,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2001,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1070,0,0,0,0,3,0,2,1,TA,9,Typ,0,,Attchd,2006,RFn,26,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,485764.5177342918
70,RL,8758,1967,10,9,TA,Slab,2975,1978,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1939,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1356,0,0,0,0,3,0,4,1,TA,3,Typ,0,,Attchd,1905,RFn,72,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,540529.1957046216
80,RL,11900,2014,2,9,Ex,PConc,1049,1815,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2284,0,0,0,0,3,1,3,1,TA,4,Typ,1,,Attchd,2019,RFn,96,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,391417.62359918165
30,RM,8993,1900,4,3,Ex,PConc,453,2087,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1928,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2227,0,0,0,0,2,0,3,1,TA,7,Typ,1,,Attchd,1913,RFn,672,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2010,WD,Normal,403908.2109690465
80,RH,6542,1991,8,4,Ex,BrkTil,1704,2322,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1973,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1547,0,0,0,0,3,0,1,1,TA,7,Typ,1,,Attchd,1932,RFn,345,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,531608.9255515442
40,RL,15828,1962,7,2,TA,PConc,1346,2324,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1991,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1996,0,0,0,0,2,0,1,1,TA,3,Typ,1,,Attchd,1970,RFn,475,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2006,WD,Normal,483487.6025752328
30,RL,17052,1923,1,10,Ex,BrkTil,2784,1664,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1994,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1923,0,0,0,0,2,1,2,1,TA,7,Typ,2,,Attchd,1923,RFn,299,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,337965.51808010956
30,C,3385,1998,5,3,Fa,Slab,818,3717,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1918,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1091,0,0,0,0,1,1,1,1,TA,4,Typ,2,,Attchd,1972,RFn,298,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,WD,Normal,540873.5905529095
30,FV,15308,1912,7,5,TA,CBlock,772,3996,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1902,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2681,0,0,0,0,1,0,4,1,TA,9,Typ,0,,Attchd,1974,RFn,286,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2009,WD,Normal,560863.304289647
20,RM,1671,2010,4,5,Po,PConc,12,813,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1935,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,920,0,0,0,0,1,1,4,1,TA,4,Typ,2,,Attchd,2019,RFn,448,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2010,WD,Normal,373314.8074471572
90,RM,1163,1997,1,6,TA,Slab,2962,683,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1942,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2760,0,0,0,0,2,0,4,1,TA,4,Typ,1,,Attchd,1986,RFn,211,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2010,WD,Normal,290136.54151132156
20,RH,9656,1910,9,7,Fa,CBlock,920,2187,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1914,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,847,0,0,0,0,1,0,5,1,TA,8,Typ,0,,Attchd,2011,RFn,75,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,520659.3015229709
20,RH,12234,1999,5,7,Po,CBlock,824,1212,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1996,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,665,0,0,0,0,1,1,4,1,TA,6,Typ,0,,Attchd,1950,RFn,400,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,400349.26176992
40,RM,5795,1950,2,1,TA,CBlock,2418,2675,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1940,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1436,0,0,0,0,1,1,1,1,TA,3,Typ,1,,Attchd,1901,RFn,654,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,405316.6689772133
